id,address,match,matchtype,parsed,tigerlineid,side,statefp,countyfp,tract,block,lat,lon
88,"N.E. CORNER OF HWY. 160 & 264, TUBA CITY, AZ, 86045",False,,,,,,,,,,
1186,"11979 SOUTHWESTERN BOULEVARD, IRVING, NY, 14081",False,,,,,,,,,,
990,"30 YATAHEY LOOP RD. (JCT. HWY. 491 & 264), YAHTAHEY, NM, 87375",False,,,,,,,,,,
1613,"HC 49  BOX 10, PINE RIDGE, SD, 57770",False,,,,,,,,,,
353,"5 MAIN STREET, HAVASU LAKE, CA, 92363",False,,,,,,,,,,
991,"NM HWY. 197/NAVAJO RTE. 9 (27 MILES WEST OF CUBA N.W.), TORREON, NM, 87313",False,,,,,,,,,,
1577,"U.S. 212, EAGLE BUTTE, SD, 57625",False,,,,,,,,,,
1610,"2061 BIA HWY. 2, KYLE, SD, 57752",False,,,,,,,,,,
752,"HWY. 2 & 7TH ST., BROCKTON, MT, 59255",False,,,,,,,,,,
1576,"U.S. 212, EAGLE BUTTE, SD, 57625",False,,,,,,,,,,
1058,"1001 US Highway 395 N, Gardnerville, NV, 89410",False,,,,,,,,,,
116,"450 QUECHAN DR., YUMA, AZ, 85364",False,,,,,,,,,,
1057,"2500 Lakeview Dr, Reno, NV, 89510",True,Non_Exact,"2500 N LAKEVIEW DR, RENO, NV, 89510",619808185,R,32,031,940200,1122,39.954018,-119.60431
1056,"1 LINCOLN STREET, MOAPA, NV, 89025",True,Exact,"1 LINCOLN ST, MOAPA, NV, 89025",201841428,R,32,003,005902,2005,36.67084,-114.65515
910,"JCT HWYS 494 & 64, SHIPROCK, NM, 87420",False,,,,,,,,,,
519,"116 CHITIMACHA LOOP, CHARENTON, LA, 70523",False,,,,,,,,,,
1614,"E. U.S. HWY. 18, PINE RIDGE, SD, 57770",False,,,,,,,,,,
1231,"12501 N HWY 177, NEWKIRK, OK, 74647",False,,,,,,,,,,
120,"HWY. 160, TUBA CITY, AZ, 86044",False,,,,,,,,,,
121,"HWY. 160 (22 MILES NORTHEAST OF TUBA CITY), TONALEA, AZ, 86044",False,,,,,,,,,,
484,"1823 HWY. 95, WINCHESTER, ID, 83555",False,,,,,,,,,,
122,"HWY. 160, RED MESA, AZ, 86514",False,,,,,,,,,,
